Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Cancer Clinics,2014.0,Telugana,Healthcare And Health Technology,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.","Sonali Srungaram, Sasi Sunkara",Axilor,1500000.0,Series A,2021
Velocity,2020.0,Bangalore,Finance,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,1300000.0,Seed,2021
Happy Jars,2016.0,New Delhi,Consumer Goods And Services,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.","Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,400000.0,Seed,2021
Inshorts,2013.0,Noida,Media And Entertainment,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,"Anunay Pandey, Azhar Iqubal, Deepit Purkayastha","Addition, SIG Global India Fund",40000000.0,Private Equity,2021
ExtraaEdge,2015.0,Pune,Technology And Software,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",1000000.0,Series G,2021
Zotalabs,2019.0,Pune,Technology And Software,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,"Nausherwan Shah, Wasim Khan",Alfa Ventures,1250000.0,Seed,2021
Voiro,2014.0,Bangalore,Marketing And Advertising,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,Bhavish Aggarwal,1Crowd,1800000.0,Series F,2021
Dream Sports,2008.0,Mumbai,Consumer Goods And Services,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.","Bhavit Sheth, Harsh Jain","TCV, D1 Capital Partners, Falcon Edge.",400000000.0,Series G,2021
Safex Chemicals,1991.0,New Delhi,Agriculture And Technology,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,"SK Jindal, SK Chaudhary",Y Combinator,50000000.0,Series E,2021
Instoried,2018.0,Bangalore,Marketing And Advertising,Instoried is an augmented writing platform which improves customer interest and engagement.,"Sharmin Ali, Sutanshu Raj","EXPERT DOJO, Mumbai Angels",4000000.0,Series C,2021
Rupifi,2019.0,Bangalore,Finance,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,Anubhav Jain,Quona Capital,4100000.0,Series A,2021
Moneyboxx,1994.0,Mumbai,Finance,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,Deepak Aggarwal,Tiger Global,3000000.0,Seed,2021
CityMall,2019.0,Gurugram,E-Commerce And Retail,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",11000000.0,Series A,2021
Janani,2020.0,Bangalore,Healthcare And Health Technology,Janani.ai is a fertility care provider.,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",1000000.0,Seed,2021
ReshaMandi,2020.0,Bangalore,Agriculture And Technology,India's 1st award winning technology led digital ecosystem for Silk,Utkarsh Apoorva,"Omnivore, Strive Ventures",1700000.0,Seed,2021
Bombay Shaving Company,2015.0,New Delhi,Consumer Goods And Services,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Rajesh Sud, KULDEEP JAIN",2000000.0,Series G,2021
DotPe,2019.0,Gurugram,Finance,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",27000000.0,Series A,2021
Homingos,2018.0,Bangalore,Technology And Software,Homingos is an Augmented reality (AR)-based social networking platform.,"Shourya Agarwal, Malhar Patil, Rajat Gupta","Sundi Natarajan, Srinivas Anumolu",4000000.0,Series D,2021
Anar Business Community,2020.0,Mumbai,Technology And Software,Anar is a communications and networking platform for businesses around the world.,"Nishank Jain, Sanjay Bhat","Titan Capital, First Cheque",4000000.0,Series G,2021
Five Star Finance,1984.0,Chennai,Finance,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,V K Ranganathan,"TPG Capital Asia, Epiq Capital",234000000.0,Bridge,2021
Settlrs,2018.0,Bangalore,Real Estate And Housing,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.","Gaurav Ranebennur, Nishanth Janadri",MaGEHold Pte. Ltd.,4000000.0,Seed Round,2021
BYJU'S,2011.0,Bangalore,Education And Learning,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures",460000000.0,Series F,2021
Annapurna Finance,2009.0,Bhubaneswar,Finance,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,Gobinda Chandra Pattnaik,"Asian Development Bank, Oman India Joint Investment Fund",30000000.0,Fresh Funding,2021
HealthPlix,2014.0,Bangalore,Healthcare And Health Technology,HealthPlix is a healthtech startup,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital",13500000.0,Series B,2021
Masai School,2019.0,Bangalore,Education And Learning,Masai School is a job-oriented software training services.,Prateek Shukla,"Unitus Ventures, Omidyar Network India",5000000.0,Series A,2021
Bewakoof,2011.0,Mumbai,E-Commerce And Retail,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",Prabhkiran Singh,"IvyCap Ventures, Pratithi Investment Trust",4000000.0,Private Equity,2021
IndiaLends,2014.0,New Delhi,Finance,IndiaLends is a digital lending and borrowing marketplace.,"Gaurav Chopra, Mayank Kachhwaha","ACPI Investments, AdvantEdge Founders",5100000.0,Pre-Seed,2021
Stelis Biopharma,2007.0,Bangalore,Technology And Software,Stelis Biopharma is a vertically integrated biopharmaceutical company.,"Aman Gupta, Sameer Mehta","RouteOne, Mankekar Family Office",195000000.0,Series B,2021
Tilt,2016.0,Bangalore,Real Estate And Housing,A bike-share for Indian campuses,Deepak VS,Y Combinator,125000.0,Private Equity,2021
NeoDove,2020.0,Jaipur,Technology And Software,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",Aprit Khandelwal,India Quotient,15000000.0,Seed,2021
Zaara Biotech,2016.0,Kottayam,Technology And Software,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,Najeeb Bin Haneef,TCN International Commerce,10000000.0,Fresh Funding,2021
KreditBee,2018.0,Bangalore,Finance,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",75000000.0,Seed,2021
True Balance,2014.0,Gurugram,Finance,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",10000000.0,Debt Financing,2021
Muvin,2020.0,Bangalore,Finance,Youth Neobank enabling financial solutions for the teenagers and young people,Mukund V Rao,Alteria Capital,1000000.0,Seed,2021
Purplle,2011.0,Mumbai,E-Commerce And Retail,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.","Manish Taneja, Rahul Dash","Spring Marketing Capital, Verlinvest",45000000.0,Series F,2021
FloBiz,2019.0,Bangalore,Technology And Software,India’s first neobusiness platform,Rahul Raj,Elevation Capital,10000000.0,Series A,2021
Jeevam Health,2020.0,New Delhi,Healthcare And Health Technology,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,"Kamran alam, Piyush vishwakarma",Y Combinator,1500000.0,Series C,2021
OZiva,2016.0,Mumbai,Healthcare And Health Technology,OZiva is a plant-based Clean Nutrition Brand.,"Aarti, Mihir Gadani","F-Prime Capital, Eight Roads Ventures India",12000000.0,Series B,2021
Blive,2004.0,Panaji,Cultural And Tourism,B: Live is an electric vehicle tourism startup.,"Samarth Kholkar, Sandeep Mukherjee","Mumbai Angels, DNA Entertainment Networks",1000000.0,Series D1,2021
Nazara Technologies,2000.0,Mumbai,Consumer Goods And Services,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Nitish Mittersain,"Hornbill Capital Advisers, Plutus Wealth Management",30000000.0,Series A,2021
Euler Motors,2018.0,New Delhi,Transport,Electric Light Commercial Vehicle,Saurav Kumar,"ADB Ventures, Jetty Ventures",2600000.0,Series A,2021
Pixxel,2019.0,Bangalore,Technology And Software,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",7300000.0,Seed,2021
Prescinto,2016.0,Gujarat,Energy And Environment,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund",3500000.0,Seed,2021
MyGlamm,2015.0,Mumbai,E-Commerce And Retail,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,Darpan Sanghvi,Bessemer Venture Partners,20000000.0,Series C,2021
Chirrup,2020.0,Bangalore,Consumer Goods And Services,Video integrated social-gaming platform,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.",300000.0,Venture - Series Unknown,2021
Policybazaar,2008.0,Gurugram,Finance,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,"Alok Bansal, Avaneesh Nirjar, Manoj Sharma, Tarun Mathur, Yashish Dahiya","Falcon Edge Capital, White Oak Global Advisors",75000000.0,Seed,2021
Livve Homes,2017.0,Bangalore,Real Estate And Housing,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",Maya Lakshman,Angel investors,5000000.0,Series F,2021
Juicy Chemistry,2014.0,Coimbatore,Healthcare And Health Technology,Juicy Chemistry operates as an eponymous consumer brand.,"Megha, Pritesh Asher.",Akya Ventures,6300000.0,Series A,2021
Svasti Microfinance,2008.0,Mumbai,Finance,Svasti works with urban slum dwellers women microentrepreneurs.,Nitish Mittersain,Venture Catalysts,4000000.0,Series B,2021
Nexprt,2020.0,New Delhi,Human Resources And Consultancy,Nexprt Solutions offers end-to-end and 100% customized import solutions.,Harsha Vardhan K,Titan Capital,2000000.0,Series D1,2021
Wysa,2015.0,Bangalore,Technology And Software,Wysa is an AI conversational agent that has been shown to help improve mental health,"Jo Aggarwal, Ramakant Vempati","Kae Capital, Pi Ventures",4000000.0,Seed,2021
Ankur capital,2011.0,Mumbai,Finance,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,Ritu Verma,Titan Capital,40000000.0,Seed,2021
Indifi,2015.0,Gurugram,Finance,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",5000000.0,Early Seed,2021
Firmway,2016.0,Mumbai,Finance,Firmway is a platform that digitizes balance confirmation and reconciliation process.,"Prashant Gupta, Vivek Chandan",We Founder Circle,4000000.0,Debt Financing,2021
Say Cheese,2020.0,Mumbai,Consumer Goods And Services,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",Rajpreet Kaur,9Unicorns,1000000.0,Seed,2021
Indic Inspirations,2019.0,Pune,Cultural And Tourism,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",Sunil Jalihal,Marquee investors,300000.0,Series D1,2021
Bimaplan,2020.0,Mumbai,Finance,Affordable insurance for the next billion Indians,Vikul Goyal,"Titan Capital, Y Combinator",500000.0,Seed,2021
YAP,2014.0,Chennai,Finance,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,"Byju Raveendran, Divya Gokulnath","Jitendra Gupta, Better Capital",10000000.0,Series B,2021
Leap Finance,2019.0,Bangalore,Finance,Leap Finance is a fintech startup for Indian students pursuing international higher education,Vaibhav Singh,Jungle Ventures,17000000.0,Series B,2021
BlackSoil NBFC,2010.0,Mumbai,Finance,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,Mohinder Pal Bansal,Venture Catalysts,3000000.0,Bridge,2021
OYO,2012.0,Gurugram,Consumer Goods And Services,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Ritesh Agarwal,Hindustan Media Venture,200000000.0,Seed Funding,2021
Max Healthcare,2000.0,New Delhi,Healthcare And Health Technology,Max Healthcare is one of the leading chain of hospitals in India.,Analjit Singh,"Radiant Life Care Private Ltd, Life Healthcare",140000000.0,Series D1,2021
4baseCare,2018.0,Bangalore,Healthcare And Health Technology,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures",2000000.0,Pre-Seed,2021
Ezstays,2019.0,New Delhi,Education And Learning,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.","Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,400000.0,Seed,2021
Stylework,2017.0,Gurugram,Social Networking,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Sparsh Khandelwal,Inflection Point Ventures,500000.0,Series C,2021
Kinara Capital,2011.0,Bangalore,Finance,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,Hardika Shah,"GAWA Capital, Gaja Capital",6000000.0,Fresh Funding,2021
Riskcovry,2018.0,Bangalore,Finance,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",5000000.0,Series A,2021
