Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
WizKlub,2018,Bangalore,Education And Learning,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,Amit Bansal,Incubate Fund India,800000.0,Validation,2021
Zolve,2020,Bangalore,Finance And Technology,Zolve Innovations operates as a neo-banking startup.,Raghunandan G,"Kunal Shah, Greg Kidd",15000000.0,Validation,2021
MediBuddy,2000,Bangalore,Education And Learning,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",Satish Kannan,"InnoVen Capital, TEAMFund",3000000.0,Debt,2021
Pariksha,2015,Pune,Education And Learning,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund",2000000.0,Validation,2021
Express Stores,2019,Gurugram,E-Commerce And Retail,Express Stores is a retail and omnichannel startup company,"Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal",1000000.0,Validation,2021
Avataar Ventures,2019,Bangalore,Finance And Technology,Avataar Venture Partners is a growth Capital Investment Firm.,Mohan Kumar,Not filled,100000000.0,Equity,2021
Zingbus,2019,Haryana,Transport And Logistics,Zingbus is an emerging brand in the intercity bus services.,Mratunjay Beniwal,"Venture Catalysts, 9Unicorns Accelerator Fund",4000000.0,Validation,2021
Phable,2017,Bangalore,Healthcare And Health Technology,Mobile App for Patients and Doctors,"Mukesh Bansal, Prasanth Reddy, Sumit Sinha","Fresco Capital, Social Starts",12000000.0,Early Traction,2021
Codingal,2020,Bangalore,Education And Learning,Coding education platform for K-12 students,"Satyam Baranwal, Vivek Prakash","Y Combinator, Rebright Partners",4000000.0,Debt,2021
Supply6,2018,Bangalore,Healthcare And Health Technology,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,"Rahul Jacob, Vaibhav Bhandari","Rohit Goutamchand, India CXO Fund",100000.0,Validation,2021
Swajal,2015,Gurugram,Energy And Environment,Swajal uses clean solar energy to purify drinking water at an affordable rate.,"Advait Kumar, Vibha Tripathi","Rajasthan Venture Capital Fund, ACPL Exports",1600000.0,Validation,2021
BharatPe,2018,New Delhi,Finance And Technology,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","Amplo, Insight Partners",100000000.0,Scaling,2021
Filo,2020,New Delhi,Education And Learning,Instant learning platform for students while self study.,"Imbesat Ahmad, Shadman Anwer",Better Capital,260000.0,Ideation,2021
Method & Madness,2020,Mumbai,Real Estate And Housing,Method & Madness Technology operates as a real-estate tech company.,Aditya Jhaveri,Justin Mateen,2000000.0,Validation,2021
EduFund,2020,Gujarat,Finance And Technology,Changing the way Indians evaluate and plan higher education,"Arindam Sengupta, Eela Dubey",View Trade Holding Corp,300000.0,Ideation,2021
Pepperfry,2011,Mumbai,E-Commerce And Retail,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,"Ambareesh Murty, Ashish Shah","InnoVen Capital, Bertelsmann India Investments",30000000.0,Debt,2021
Zingavita,2020,Chandigarh,Healthcare And Health Technology,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.","Rohit Anand, Sachin Goel",Anicut Angel Fund,400000.0,Debt,2021
Hypd Store,2020,New Delhi,E-Commerce And Retail,"A shop worthy content platform, personalized!","Ashwarya Garg, Akshay Bhatnagar",ScoopWhoop,4000000.0,Ideation,2021
VerSe Innovation,2007,Bangalore,Education And Learning,Owner of Dailyhunt App and I-Pay,Virendra Gupta,"Canaan Valley Capital, Glade Brook Capital Partners",1000000000.0,Scaling,2021
Supersourcing,2020,Indore,Technology And Software,Build your next app or website with our exclusive network of certified IT companies.,"Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik",200000.0,Validation,2021
AutomataPi,2017,Powai,Technology Solutions For Industry,AutomataPi is a next generation cognitive business process automation engine.,"Devesh Rao, Manjeet Khopkar, Rahul Hattangdi",Indian Angel Network,400000.0,Validation,2021
Newton School,2019,Bangalore,Education And Learning,Newton School is a platform to learn and develop skills that you need for your best Tech career.,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur",5000000.0,Early Traction,2021
TenderCuts,2011,Chennai,Consumer Goods And Services,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",Nishanth Chandran,"Paragon Partners, NABVENTURES",15000000.0,Equity,2021
Siply,2020,Bangalore,Finance And Technology,Siply Services operates as a micro-savings platform.,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures,1000000.0,Validation,2021
SarvaGram,2019,Mumbai,Finance And Technology,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,"Utpal Isser, Sameer Mishra",Elevation Capital,10000000.0,Scaling,2021
Unlu,2020,Gurugram,Technology And Software,Personalised Video Shoutout from top celebrities,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",EXPERT DOJO,1000000.0,Validation,2021
GlobalFair,2020,Gurugram,E-Commerce And Retail,One-stop solution for all your procurement needs,"Ashish Chandra, Shaily Garg","Saama Capital, India Quotient",2000000.0,Validation,2021
Eduvanz,2016,Mumbai,Finance And Technology,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.","Atul Sashittal, Raheel Shah, Varun Chopra","InCred Financial Services, Vivriti Capital, Northern Arc Capital",10000000.0,Debt,2021
OwO,2020,Gurugram,E-Commerce And Retail,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",Hardev Sahu,ah! Ventures,200000.0,Debt,2021
Progcap,2017,New Delhi,Finance And Technology,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Pallavi Shrivastava, Himanshu Chandra","Somak Ghosh, M V Nair",1000000.0,Debt,2021
ABL Workspaces,2017,New Delhi,Consumer Goods And Services,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,"Ankur Gupta, Akshita Gupta",Wurk,600000.0,Validation,2021
Nazara Technologies,2000,Mumbai,Consumer Goods And Services,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Nitish Mittersain,"Plutus Wealth Management, Turtle Entertainment",10000000.0,Equity,2021
Scentials,2018,Mumbai,Consumer Goods And Services,Scentials is building a unique beauty brands studio platform,"Mahesh Bhupathi, Jinesh Mehta","Ambiga Subramanian, Goutham Ekollu",6000000.0,Debt,2021
SplashLearn,2018,Gurugram,Education And Learning,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,"Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain","Accel, Owl Ventures",18000000.0,Scaling,2021
Maya,2016,Bangalore,Healthcare And Health Technology,Maya enables women to keep track of their health via a mobile application.,John Paul,Rajan Anadan,2200000.0,Validation,2021
GoTo,2020,Ghaziabad,Transport And Logistics,Real Time Intercity City Transit Platform For 1.25 Bn People In India,"Akhilesh Sagar, Harsh Vardhan Sharma",Jesse Lucas,150000.0,Debt,2021
MediBuddy,2000,Bangalore,Healthcare And Health Technology,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,"atish Kannan, Enbasekar","IDFC Private Equity, Bessemer Venture Partners",40000000.0,Scaling,2021
Zetwerk,2018,Bangalore,E-Commerce And Retail,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,"Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary","Sequoia Capital India, Accel",120000000.0,Scaling,2021
Remedico,2017,Hyderabad,Healthcare And Health Technology,Remedico is a Mobile healthcare,Ranjit Bhatia,"Venture Catalysts, Tahseen Consulting",500000.0,Debt,2021
PrepBytes,2019,Gurugram,Education And Learning,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,"Aditya Bhushan Verma, Mamta Kumari",Equanimity Ventures,4000000.0,Debt,2021
SATYA MicroCapital,2017,New Delhi,Finance And Technology,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,Vivek Tiwari,"BlueOrchard Finance S A, Gojo & Company",20000000.0,Equity,2021
YourPhysio,2020,Nagpur,Healthcare And Health Technology,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,"Dr Sheetal Mundhada, Ashutosh Mundhada","Better Capital, Titan Capital",350000.0,Ideation,2021
Aviom Housing Finance,2016,New Delhi,Finance And Technology,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,Kajal Ilmi,Gojo & Company,1000000.0,Debt,2021
Hemp Horizons,2017,Noida,Consumer Goods And Services,Cannabis and Hemp company,Rohit Shah,Mumbai Angels,200000.0,Validation,2021
MPL,2018,Bangalore,Consumer Goods And Services,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",95000000.0,Equity,2021
Koo,2020,Bangalore,Media And Entertainment,Koo App operates as a microblogging app.,"Mayank Bidawatka, Aprameya Radhakrishna","3one4 Capital, Accel",4100000.0,Early Traction,2021
InnerHour,2016,Mumbai,Healthcare And Health Technology,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,Amit Malik,"Hitesh Oberoi, Lightbox",5200000.0,Early Traction,2021
Origo,2010,Gurugram,Agriculture And Technology,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.","Sunoor Kaul, Mayank Dhanuka",YES Bank,10000000.0,Debt,2021
ExMyB,2018,Gurugram,Human Resources And Consultancy,ExMyB provides financial service and consulting services.,Nishant Behl,Campus Fund,4000000.0,Validation,2021
Elucidata,2015,New Delhi,Technology And Software,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,"Abhishek Jha, Richard Kibbey, Swetabh Pathak",Hyperplane Venture Capital,5000000.0,Validation,2021
Saveo,2019,Bangalore,Healthcare And Health Technology,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,"Amit Kumar, Anurag Savarnya, Shivansh Shrivastava, Vivek Jaiswal","Matrix Partners India, RTP Global",4000000.0,Validation,2021
Qin1,2019,Noida,Education And Learning,Re-imagining Kids of 21st Century!,Ishan Gupta,Venture Catalysts,4000000.0,Validation,2021
DotPe,2019,Gurugram,Finance And Technology,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.","Anurag Gupta, Gyanesh Sharma, Shailaz Nag","Info Edge, Ruizheng Investment",8000000.0,Validation,2021
Taskmo,2018,Bangalore,E-Commerce And Retail,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,"Prashant Janadari, Naveen Ramchandra",Quess Corp India,1400000.0,Debt,2021
MasterMentors,2019,West Bengal,Education And Learning,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,"Suraj Juneja, Vijay Rachh, and Aaquib Hussain",Not filled,1500000.0,Debt,2021
KIKO TV,2020,Mumbai,E-Commerce And Retail,KIKO TV is an AI-based short live video e-commerce platform.,Shivam Varshney,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",4000000.0,Validation,2021
Quali55Care,2018,Mumbai,Healthcare And Health Technology,Deliver highly durable & affordable medical equipments on rental and sale.,Harddik K Patel,India Accelerator’s Angel Investor Network,4000000.0,Validation,2021
Ruptok,2020,New Delhi,Finance And Technology,Ruptok operates as a fintech platform for gold loans,"Ankur Gupta, Akshita Gupta, Yashwardhan Aeren",Wurk,10000000.0,Equity,2021
RevFin,2018,New Delhi,Finance And Technology,RevFin is a digital lending company.,Sameer Aggarwal,Shell Foundation,4000000.0,Debt,2021
SeeVC,2020,New Delhi,Technology And Software,Leverages artificial intelligence (AI) to build products for the education sector,"Shivam Sood, Lark Aakarshan",Jimmy Singh,1000000.0,Validation,2021
Junio,2020,New Delhi,Education And Learning,Junio is a kids-focused digital pocket money-smart card.,Shankar Nath,"Kunal Shah, Deepak Abbot",1000000.0,Debt,2021
VenWiz,2020,Bangalore,E-Commerce And Retail,Digitising the interactions between core industry and vendors for engineering services,"Rajesh Reddy, Sandesh Paturi","Accel, Nexus Venture",300000.0,Validation,2021
Vista Rooms,2015,Mumbai,Consumer Goods And Services,"Vista Rooms is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""","Amit Damani, Ankita Sheth, Pranav Maheshwari","Singapore Angel Network, Artha India Ventures",1000000.0,Debt,2021
Makers Hive,2018,Hyderabad,Technology And Software,"Makers Hive has made it possible to bring the people with amputations together by developing a fully functional, customizable",Pranav Vempati,"Starfish Growth Partners, Investpad",9000000.0,Equity,2021
Headfone,2017,Bangalore,Media And Entertainment,Headfone helps create and share the audio content with listeners.,"Pratham Khandelwal, Yogesh Sharma",Hashed,3000000.0,Validation,2021
Zouk,2016,Mumbai,Consumer Goods And Services,100% Vegan bags from India.,Disha Singh,Titan Capital,4000000.0,Validation,2021
MPL,2018,Bangalore,Consumer Goods And Services,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000.0,Debt,2021
GrowFix,2020,Bangalore,Finance And Technology,Building high-yield Debt assets for retail investors,"Ajinkya Kulkarni, Abhik Patel","Zerodha's Rainmatter Capital, Better Capital",2000000.0,Validation,2021
Bombay Shaving Company,2016,New Delhi,Consumer Goods And Services,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Sixth Sense Ventures, Colgate Palmolive",6000000.0,Debt,2021
Dunzo,2015,Bangalore,Consumer Goods And Services,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,"Ankur Aggarwal, Dalvir Suri, Kabeer Biswas, Mukund Jha","Lightbox, Evolvence India Fund",40000000.0,Scaling,2021
BeyondSkool,2020,Mumbai,Education And Learning,BeyondSkool is a live upskilling platform for kids,Payal Gaba,Tomorrow Capital,2000000.0,Validation,2021
Mindler,2015,New Delhi,Education And Learning,Mindler is a career counseling company that provides career development guidance counseling services for students.,Prateek Bhargava,"Inflection Point Ventures, DLabs",1000000.0,Validation,2021
Fashinza,2020,Gurgaon,E-Commerce And Retail,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,"Abhishek Sharma, Pawan Gupta","Accel Partners, Elevation Capital",2600000.0,Validation,2021
BharatPe,2018,New Delhi,Finance And Technology,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",6000000.0,Debt,2021
Turnip,2020,Bangalore,Consumer Goods And Services,Turnip is a live game streaming and community platform.,"Aditya Sharma, Pooja Dubey",Elevation Capital,1600000.0,Validation,2021
Furlenco,2012,Bangalore,Construction And Home Services,Furlenco is a subscription-based furniture rental platform that allows users to rent furniture on a monthly basis.,Ajith Karimpana,BlackSoil Capital,2000000.0,Debt,2021
Inficold,2015,New Delhi,Energy And Environment,Provide uninterrupted and affordable cooling for refrigeration,"Himanshu Pokharna, Nitin Goel",Shell Foundation,900000.0,Validation,2021
KIWI,2020,New Delhi,Technology And Software,"A peer to peer support network, which would enable billions of users across the world","Imran Ladiwala, Mishu Ahluwalia","PointOne Capital, Core91 VC",250000.0,Validation,2021
Digit Insurance,2016,Bangalore,Finance And Technology,Digit Insurance is a financial services company that general insurance services.,Kamesh Goyal,"A91 Partners, Faering Capital",4000000.0,Debt,2021
BharatPe,2018,New Delhi,Finance And Technology,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",10000000.0,Debt,2021
MFine,2017,Bangalore,Healthcare And Health Technology,Mfine is an health-tech startup that offers an AI-powered online doctor consultation app.,"Ajit Narayanan, Ashutosh Lawania, Prasad Kompalli","Blockchain Capital, SBI Ven Capital",16000000.0,Equity,2021
Udayy,2019,Gurgaon,Education And Learning,Interactive learning platform for kids,"Saumya Yadav, Mahak Garg, Karan Varshney",Alpha Wave Incubation,2500000.0,Validation,2021
Lohum,2017,Noida,Energy And Environment,Lohum manufactures lithium-ion battery packs and recovers critical battery materials from used lithium-ion batteries through recycling.,Rajat Verma,"Baring Private Equity Partners India, Talbros",7000000.0,Equity,2021
Darwinbox,2015,Hyderabad,Human Resources And Consultancy,Darwinbox is an end-to-end enterprise HR software that enables enterprises to automate entire employee lifecycle in one HR platform.,"Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni","Sequoia Capital India, 3one4 Capital",15000000.0,Equity,2021
DeHaat,2012,Patna,Agriculture And Technology,DeHaat connects farmers to suppliers and buyers on a single platform.,"Shashank Kumar, Manish Kumar","Prosus Ventures, RTP Global",30000000.0,Scaling,2021
Samunnati,2014,Chennai,Agriculture And Technology,Samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non-financial solutions.,Anil Kumar,"U.S. International Development Finance Corp, responsAbility",10000000.0,Debt,2021
Biconomy,2019,New Delhi,Finance And Technology,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.,"Ahmed Al-Balaghi, Aniket Jindal, Sachin Tomar","Binance Labs, Zee Prime Capital",1500000.0,Validation,2021
True Elements,2011,Pune,Consumer Goods And Services,"Committed to improving the quality of life, True Elements provides food that is packed with the goodness of nature!","Puru Gupta, Sreejith Moolayil",RP-Sanjiv Goenka Group,1000000.0,Debt,2021
Siply,2020,Bangalore,Finance And Technology,Siply Services operates as a micro-savings platform.,Sousthav Chakrabarty,Inflection Point Ventures,1000000.0,Validation,2021
Nao Spirits & Beverages Pvt Ltd,2016,New Delhi,Consumer Goods And Services,India's first Craft Gin company,Anand Virmani,Not filled,2000000.0,Early Traction,2021
PurpleTutor,2019,Mumbai,Education And Learning,PurpleTutor is the only coding platform that mandates every teacher to have a formal Computer Science degree,"Gaurav Perti, Yatish Gupta",IvyCap Ventures,300000.0,Validation,2021
Karkhana.io,2018,Mumbai,Technology And Software,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.,Sonam Motwani,Zone Startups In,1500000.0,Validation,2021
SSA Finserv,2019,Mumbai,Finance And Technology,Small businesses-focused non-banking lender,Vikas Agarwal,Blue Ashva Capital,3000000.0,Debt,2021
CoinSwitch Kuber,2017,Bangalore,Finance And Technology,Coinswitch.co is a cryptocurrency exchange aggregator platform.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Ribbit Capital, Kunal Shah",15000000.0,Early Traction,2021
Paperfly,2016,Bangalore,E-Commerce And Retail,Paperfly is an e-commerce fulfillment and nationwide delivery solution in Bangladesh,"Shahriar Hasan, Md Razibul Islam, Rahath Ahmed, Shamsuddin Ahmed",Ecom Express,11000000.0,Equity,2021
Infra.Market,2016,Thane,E-Commerce And Retail,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"Souvik Sengupta, Aaditya Sharda",InnoVen Capital,6000000.0,Debt,2021
ReadyAssist,2018,Bangalore,Automotive,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.",Vimal Singh SV,Satish Grampurohit,1000000.0,Validation,2021
Chalo,2014,Mumbai,Technology And Software,Chalo is a free app that tracks buses live and tells you what time your bus will reach your stop.,"Mohit Dubey, Nikhil Aggarwal","Amit Singhal, Raine Ventures",7000000.0,Equity,2021
Udaan,2016,Bangalore,E-Commerce And Retail,"Udaan is a B2B trade platform that brings manufacturers, traders, retailers, and wholesalers into a single platform","Amod Malviya, Sujeet Kumar, Vaibhav Gupta","Octahedron Capital, Moonstone Capital",280000000.0,Scaling,2021
Unacademy,2015,Bangalore,Education And Learning,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic",50000000.0,Equity,2021
Ergos,2012,Samsitpur,Agriculture And Technology,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.,"Kishor Kumar Jha, Praveen Kumar","CDC Group, Aavishkaar Venture Capital",3000000.0,Early Traction,2021
Bolkar,2018,Bangalore,Social Networking,Bolkar App is an Audio Based Q&A platform for the Next Billion Users.,"Abhishek Tripathi, Dhruv Kaushal, Prince Tripathi, Saurabh Rai","GSF, Pras Hanuma",4000000.0,Debt,2021
Wright Research,2019,Mumbai,Finance And Technology,Quantitative Investment Management and Research,Sonam Srivastava,"Ajat Hukkoo, Piyush Chaplot",4000000.0,Ideation,2021
Knocksense,2016,Lucknow,Media And Entertainment,Knocksense which owns and operates an eponymous digital content platform.,"Varul Mayank, Vibhore Mayank, Vibhore Mayank","Mumbai Angels, Amitesh Pandey",200000.0,Debt,2021
Pariksha,2015,Pune,Education And Learning,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund",1800000.0,Debt,2021
Toothsi,2018,Mumbai,Healthcare And Health Technology,ToothSi is a new age startup in the dental space providing smile correction services at home.,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",Think Investments,5000000.0,Early Traction,2021
Jumbotail,2015,Bangalore,Consumer Goods And Services,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, 23 High Networth Individuals (HNIs)",14300000.0,Scaling,2021
Phi Commerce,2015,Pune,Finance And Technology,"Payments Facilitator, Payments solution provider etc.","Anil Sharma, Jose Thattil, Rajesh Londhe, Tushar Shankar","Yatra Angel Network, BEENEXT",4000000.0,Early Traction,2021
Zupee,2018,Gurgaon,Consumer Goods And Services,Zupee is a skill-based gaming app that enables its users to play against each-other live,"Dilsher Singh Malhi, Siddhant Saurabh","Orios Venture Partners, Matrix Partners India",10000000.0,Equity,2021
Oneiric Gaming,2020,Chandigarh,Consumer Goods And Services,Oneiric Gaming connects to fellow dreamers around the globe over cult favorite games like Bluff and Cricket.,Avneet Singh,Trishneet Arora,4000000.0,Debt,2021
Finsall,2019,Bangalore,Finance And Technology,Finsall provides Insurance Premium Financing,"Prabal Khanna, Tim Mathews",Unicorn India Ventures,300000.0,Validation,2021
Legalwiz.in,2015,Ahmedabad,Human Resources And Consultancy,"LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals.","Shrijay Sheth, Gaurav Barot",ContCentric,500000.0,Debt,2021
Practically,2018,Telangana,Education And Learning,"Making Learning personal, immersive and experiental",Subbarao Siddabattula,Siana Capital,4000000.0,Early Traction,2021
Cred,2018,Bangalore,Finance And Technology,CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.,Kunal Shah,"DST Global, General Catalyst",81000000.0,Scaling,2021
Devic Earth,2018,Bangalore,Energy And Environment,"State-of-the-art air pollution control equipment to improve air quality across buildings, industries, and cities.",Dr Srikanth Sola,Blue Ashva Capital,1000000.0,Debt,2021
Zerone,2018,Gurgaon,Finance And Technology,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC.",Jaijit Bhattacharya,Anthill Ventures,1300000.0,Validation,2021
boAt,2016,Mumbai,Consumer Goods And Services,boAt is a lifestyle brand that deals in fashionable consumer electronics.,"Aman Gupta, Sameer Mehta","InnoVen Capital, InnoVen Capita",100000000.0,Equity,2021
Pocket Aces,2013,Mumbai,Media And Entertainment,Pocket Aces is a digital entertainment company focused on mobile video.,"Anirudh Pandita, Aditi Shrivastava, Ashwin Suresh","3one4 Capital, DSP Group",2000000.0,Debt,2021
Kyt,2020,Bangalore,Education And Learning,"An online-first, global academy for extracurricular learning | Private & small group online classes for kids","Bhavik Rathod, Tripti Ahuja",Alpha Wave Incubation,5000000.0,Early Traction,2021
iMumz,2019,Bangalore,Healthcare And Health Technology,"iMumz empowers pregnant mothers to deliver healthy, happy, and intelligent babies through a positive lifestyle.","Dr Jaideep Malhotra, Rajesh Jagasia, Ravi Teja Akondi, Mayur Dhurpate","Enzia Ventures, AngelList",300000.0,Debt,2021
BharatPe,2018,New Delhi,Finance And Technology,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","Steadview Capital, Insight Partners",8200000.0,Debt,2021
CropIn,2010,Bangalore,Agriculture And Technology,CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.,Krishna Kumar,"Invested Development, Pratithi Investment Trust",20000000.0,Scaling,2021
Vanity Wagon,2018,Haryana,Consumer Goods And Services,"Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care.",Prateek Ruhail,"Dhianu Das, Agility Venture Partners",200000.0,Validation,2021
Oyo,2012,Gurgaon,Consumer Goods And Services,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Ritesh Agarwal,Hindustan Media Venture,7000000.0,Scaling,2021
Agri10x,2018,Pune,Agriculture And Technology,Agri10x integrates the entire Agri value-chain through a digital cooperative platform by harnessing emerging technologies,"Abhijith Naraparaju, Pankajj P. Ghode, Sundeep Bose",Omnivore,4000000.0,Validation,2021
BlackSoil,2016,Mumbai,Finance And Technology,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal,Awign Enterprises,4000000.0,Debt,2021
HobSpace,2019,Mumbai,Education And Learning,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.,"Priya Goel Sheth, Harsh Jain","Siddharth Bhaskar Shah, Upsparks",100000.0,Validation,2021
DcodeAI,2020,New Delhi,Education And Learning,EMPOWER LEARNERS TO BE FUTURE READY USING AI,"Kartik Sharma, Ashish Aggarwal",S Chand,500000.0,Debt,2021
KiranaKart,2020,Mumbai,E-Commerce And Retail,A better model for instant grocery delivery in India.,"Kaivalya Vohra, Aadit Palicha",Global Founders Capital,720000.0,Ideation,2021
Meddo,2018,Gurgaon,Healthcare And Health Technology,Meddo is an end-to-end medical services provider,Saurabh Kochhar,"growX ventures, Venture Gurukool",3000000.0,Validation,2021
SP Robotic Works,2012,Chennai,Education And Learning,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,"Sneha Priya, Pranavan S",Mount Judi India Growth Fund,3000000.0,Early Traction,2021
3SC,2018,Gurugram,Transport And Logistics,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,"Lalit, Sarita Das",GEF Capital’s South Asia Fund,15000000.0,Scaling,2021
Chai Waale,2018,Chennai,Consumer Goods And Services,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.",Vidur Maheswari,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",600000.0,Debt,2021
Minimalist,2020,Jaipur,Consumer Goods And Services,Affordable skincare for all,"Mohit, Rahul Yadav",Sequoia Capital,10000000.0,Early Traction,2021
Biconomy,2019,New Delhi,Finance And Technology,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,"Aniket Jindal, Sachin Tomar","Mechanism Capital, DACM",9000000.0,Equity,2021
Fixcraft,2018,Gurugram,Automotive,India's Most Trusted Automotive Repair Brand,"Vivek Sharma, Abhishek Goyal, Inderjeet Rao",Not filled,1000000.0,Validation,2021
Slice,2016,Bangalore,Finance And Technology,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",Rajan Bajaj,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000.0,Equity,2021
